"CÓDIGO DO
IBGE";MUNICÍPIO;UF;NOME DA UNIDADE;ENDEREÇO ;RESPONSÁVEL
354340;RIBEIRÃO PRETO;SP;Delegacia de Defesa da Mulher (DDM) - Ribeirão Preto;Rua Piracicaba, nº 217;Estadual
354520;SALTO;SP;Delegacia de Defesa da Mulher (DDM) - Salto;Rua Marechal Deodoro, nº 291;Estadual
354580;SANTA BÁRBARA D'OESTE;SP;Delegacia de Defesa da Mulher (DDM) - Santa Barbara D'Oeste;Rua General Osório, nº 403;Estadual
3516200;IBITINGA;SP;Delegacia de Defesa da Mulher (DDM) - Ibitinga  ;Rua Bom Jesus, Anexo 986;Estadual
354660;SANTA FÉ DO SUL;SP;Delegacia de Defesa da Mulher (DDM) - Santa Fé do Sul;Rua Um, nº 960 - 1º andar;Estadual
353760;PERUÍBE;SP;Delegacia de Defesa da Mulher (DDM) - Peruíbe  ;Rua Rio de Janeiro, nº 08;Estadual
352044;ILHA SOLTEIRA;SP;Delegacia de Defesa da Mulher (DDM) - Ilha Solteira  ;Passeio Cuiabá, nº 408;Estadual
351840;GUARATINGUETÁ;SP;Delegacia de Defesa da Mulher (DDM) Guaratinguetá;Rua Rangel Pestana, nº 195;Estadual
352230;ITAPETININGA;SP;Delegacia de Defesa da Mulher (DDM) Itapetininga  ;Rua Higino Rolim Rosa, nº 81;Estadual
352240;ITAPEVA;SP;Delegacia de Defesa da Mulher (DDM) - Itapeva  ;Rua Doutor Ricardo Whaterly, nº 206;Estadual
352390;ITU;SP;Delegacia de Defesa da Mulher (DDM) - Itu  ;Avenida Goiás, nº 204;Estadual
354870;SÃO BERNARDO DO CAMPO;SP;Delegacia de Defesa da Mulher (DDM) – São Bernardo dos Campos;Rua José Meza Mendonça, nº 40 ;Estadual
350160;AMERICANA;SP;Delegacia de Defesa da Mulher (DDM) - Americana  ;Rua Duque de Caxias, nº 253;Estadual
355030;SÃO PAULO;SP;8ª Delegacia de Defesa da Mulher (DDM) Jardim Marília - Zona Leste - São Paulo ;Avenida Osvaldo do Valle Cordeiro, nº 190 ;Estadual
355540;UBATUBA;SP;Delegacia de Defesa da Mulher (DDM) - Ubatuba;Rua Minas Gerais, nº 12;Estadual
355400;TATUÍ;SP;Delegacia de Defesa da Mulher (DDM) - Tatuí;Rua Coronel Aureliano Camargo, nº 743;Estadual
350980;BASTOS;SP;Delegacia de Defesa da Mulher (DDM) - Bastos ;Rua 18 de Junho nº 100 - Complemento: Fundos  ;Estadual
350590;BATATAIS;SP;Delegacia de Defesa da Mulher (DDM) - Batatais ;Rua Goiás, nº 190, Casa 2 ;Estadual
355060;SÃO ROQUE;SP;Delegacia de Polícia de Defesa da Mulher (DDM) - São Roque  ;Rua Quirino Capuzzo, s/nº;Estadual
352270;ITÁPOLIS;SP; Delegacia de Defesa da Mulher (DDM) - Itápolis   ;Avenida Duque de Caxias, nº 1384;Estadual
355410;TAUBATÉ;SP;Delegacia de Defesa da Mulher (DDM) - Taubaté;Alameda Investigador José Leôncio Ramos, s/nº;Estadual
355620;VALINHOS;SP;Delegacia de Defesa da Mulher (DDM) - Valinhos;Rua Campos Sales, nº 335;Estadual
351020;CAPÃO BONITO;SP;Delegacia de Defesa da Mulher (DDM) - Capão Bonito ;Rua Shizue Titae Yao, nº 214 ;Estadual
350550;BARRETOS;SP;Delegacia de Defesa da Mulher (DDM) - Barretos;"Avenida 27, nº 639
Referência: entre as ruas 16 e 18 ";Estadual
355640;VARGEM GRANDE DO SUL;SP;Delegacia de Defesa da Mulher (DDM) - Vargem Grande do Sul;Rua Bernardo Garcia, nº 389;Estadual
3543402;SÃO VICENTE;SP;Delegacia de Defesa da Mulher (DDM) - São Vicente;Rua Djalma Dutra, nº 132;Estadual
350950;CAMPINAS;SP;Delegacia de Defesa da Mulher (DDM) - Campinas ;Avenida Governador Pedro Toledo, nº 1161  ;Estadual
351040;CAPIVARI;SP;Delegacia de Defesa da Mulher - Capivari ;Avenida José Annicchino, nº 122 ;Estadual
351050;CARAGUATATUBA;SP;Delegacia de Defesa da Mulher (DDM) - Caraguatatuba ;Avenida Padre Anchieta, nº 375 ;Estadual
351060;CARAPICUÍBA;SP;Delegacia de Defesa da Mulher (DDM) - Carapicuíba;Avenida Rui Barbosa, nº 1582 ;Estadual
351110;CATANDUVA;SP;Delegacia de Defesa da Mulher (DDM) - Catanduva ;Rua Belo Horizonte, nº 297 ;Estadual
352050;INDAIATUBA;SP;Delegacia de Defesa da Mulher (DDM) - Indaiatuba ;Rua Ademar de Barros, nº 125 ;Estadual
352430;JABOTICABAL;SP;Delegacia de Defesa da Mulher (DDM) - Jaboticabal   ;Rua Barão do Rio Branco, nº 518;Estadual
352530;JAÚ;SP; Delegacia de Defesa da Mulher (DDM) - Jaú   ;Avenida Marginal, nº 200;Estadual
355030;SÃO PAULO;SP;2ª Delegacia de Defesa da Mulher (DDM) Vila Clementino - Zona Sul - São Paulo;Avenida Onze de Junho, nº 89 - Térreo ;Estadual
355030;SÃO PAULO;SP;6ª Delegacia de Defesa da Mulher (DDM) Santo Amaro - Zona Sul - São Paulo;Rua Sargento Manoel Barbosa da Silva, nº 115 2º andar - Zona Sul ;Estadual
350280;ARAÇATUBA;SP;Delegacia de Defesa da Mulher (DDM) - Araçatuba;Rua Governador Pedro Toledo, nº 322;Estadual
350320;ARARAQUARA;SP;Delegacia de Defesa da Mulher (DDM) - Araraquara;Avenida Circular Doutor Gastão Vidigal, nº 357 ;Estadual
350400;ASSIS;SP;Central de Policia Judiciária - Delegacia de Defesa da Mulher (DDM) - Assis;Avenida Otto Ribeiro, nº 700;Estadual
350450;AVARÉ;SP;Delegacia de Defesa da Mulher (DDM) - Avaré ;Rua Sérgio Bernardino, nº 1069;Estadual
354220;RANCHARIA;SP;Delegacia de Defesa da Mulher (DDM) - Rancharia;Rua Adamo Passianoto, nº 180;Estadual
355710;VOTUPORANGA;SP;Delegacia de Defesa da Mulher (DDM) - Votuporanga;Rua Bahia, nº 3055;Estadual
355700;VOTORANTIM;SP;Delegacia de Defesa da Mulher (DDM) - Votorantim;Rua Milton Novaes, nº 226 ;Estadual
352590;JUNDIAÍ;SP;Delegacia de Defesa da Mulher (DDM) - Jundiaí ;Avenida Nove de Julho, nº 3600, 1º andar ;Estadual
353870;PIRACICABA;SP;Delegacia de Defesa da Mulher (DDM) - Piracicaba; Rua Alceres José Caetano, nº 1018 ;Estadual
355670;VINHEDO;SP;Delegacia de Defesa da Mulher (DDM) - Vinhedo ;  Avenida da Saudade, s/nº;Estadual
352720;LORENA;SP;Delegacia de Defesa da Mulher (DDM) - Lorena;Rua Aldo Hermínio Zanin, nº 69;Estadual
354780;SANTO ANDRÉ;SP;Delegacia de Defesa da Mulher (DDM) - Santo André;Praça Ministro Salgado Filho, nº 674;Estadual
352690;LIMEIRA;SP;Delegacia de Defesa da Mulher (DDM) - Limeira;Rua João Borges Sampaio, nº 750;Estadual
352900;MARÍLIA;SP;Delegacia de Defesa da Mulher (DDM) - Marília;Rua Luiz Pereira Barreto, nº 201;Estadual
352710;LINS;SP;Delegacia de Defesa da Mulher (DDM) - Lins;Avenida Floriano Peixoto, 1870, Central de Polícia Judiciária;Estadual
353110;MONGAGUÁ;SP;Delegacia de Defesa da Mulher (DDM) - Mongaguá;Avenida Olindo Tamagnini, nº 603;Estadual
355170;SERTÃOZINHO;SP;Delegacia de Defesa da Mulher (DDM) - Sertãozinho;Avenida Pedro Strini, nº 269;Estadual
355220;SOROCABA;SP;Delegacia de Defesa da Mulher (DDM) - Sorocaba;Rua Caracas, nº 846;Estadual
352440;JACAREÍ;SP;Delegacia de Defesa da Mulher (DDM) - Jacareí   ;Rua Olímpio Catão, nº 538;Estadual
350570;BARUERI;SP;Delegacia de Defesa da Mulher (DDM) - Barueri ;Avenida Pastor Sebastião Davino dos Reis, nº 756 ;Estadual
350610;BEBEDOURO;SP;Delegacia de Defesa da Mulher (DDM) - Bebedouro ;Rua Vanor Junqueira Franco, nº 999 ;Estadual
350750;BOTUCATU;SP;Delegacia de Defesa da Mulher (DDM) - Botucatu ;Rua Gustavo Teixeira Assunção, nº 159 ;Estadual
352340;ITATIBA;SP;Delegacia Defesa da Mulher (DDM) - Itatiba   ;Rua Benedito da Silveira Franco, nº 156;Estadual
355500;TUPÃ;SP;Delegacia de Defesa da Mulher (DDM) - Tupã;Avenida Tapuias, nº 811;Estadual
355650;VÁRZEA PAULISTA;SP;Delegacia de Defesa da Mulher (DDM) - Várzea Paulista;Avenida José Rabelo Portela, nº 417;Estadual
355240;SUMARÉ;SP;Delegacia de Defesa da Mulher (DDM) - Sumaré;Rua Josias Pereira de Souza, nº 39;Estadual
355370;TAQUARITINGA;SP;Delegacia de Defesa da Mulher (DDM) - Taquaritinga;Praça Narciso Nuevo, s/nº;Estadual
355030;SÃO PAULO;SP;7ª Delegacia de Defesa da Mulher (DDM) Itaquera - Zona Leste - São Paulo ;Rua Sábado D'Ângelo, nº 46 - Zona Leste;Estadual
350650;BIRIGUI;SP;Delegacia de Defesa da Mulher (DDM) - Birigüi ;Rua Nicolau da Silva Nunes , nº 291;Estadual
354850;SANTOS;SP;Delegacia de Defesa da Mulher (DDM) - Santos  ;Rua Assis Corrêa, nº 50, 1º andar;Estadual
354890;SÃO CARLOS;SP;Delegacia de Defesa da Mulher (DDM) - São Carlos  ;Avenida Trabalhador São Carlense, nº 1020                                                                           ;Estadual
354990;SÃO JOSÉ DOS CAMPOS;SP;Delegacia de Defesa da Mulher (DDM) - São José dos Campos  ;Rua Anchieta, nº 133                                   ;Estadual
355010;SÃO MANUEL;SP;Delegacia de Defesa da Mulher (DDM) - São Manuel  ;Avenida José Horácio Mellão, nº 19 ;Estadual
354940;SÃO JOAQUIM DA BARRA;SP;Delegacia de Defesa da Mulher (DDM) - São Joaquim da Barra;Rua Minas Gerais, nº 1192           ;Estadual
352570;JOSÉ BONIFÁCIO;SP;Delegacia de Defesa da Mulher (DDM) - José Bonifácio   ;Rua Domingos Fernandes Alonso, nº 551, Fundos;Estadual
354980;SÃO JOSÉ DO RIO PRETO;SP;Delegacia de Defesa da Mulher (DDM) - São José do Rio Preto  ;Rua Floriano Peixoto, nº 2880;Estadual
270880;SÃO SEBASTIÃO;SP;Delegacia de Defesa da Mulher (DDM) - São Sebastião;Floriano Peixoto nº 200 ;Estadual
355280;TABOÃO DA SERRA;SP;Delegacia de Defesa da Mulher (DDM) - Taboão da Serra;Estrada das Olarias, nº 670;Estadual
352260;ITAPIRA;SP;Delegacia de Defesa da Mulher (DDM) - Itapira ;Rua Duque de Caxias, nº 673 ;Estadual
170255;AUGUSTINÓPOLIS;TO;  Delegacia Especializada de Atendimento à Mulher (DEAM) - Augustinópolis    ;Rua Dom Pedro I, nº 361 Referência: Antigo Prédio do Fórum;Estadual
172100;PALMAS;TO;Delegacia Especializada de Atendimento à Mulher (DEAM) Taquaralto - Palmas  ;Rua 11 com a Rua 17, Quadra 31, Lote 1 a 20, Sala 15 - Referência: a delegacia funciona no mesmo endereço do Shopping Cidadania;Estadual
171610;PARAÍSO DO TOCANTINS;TO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Paraíso do Tocantins  ;Rua Tapajós, nº 640;Estadual
170550;COLINAS DO TOCANTINS;TO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Colinas do Tocantins  ;Rua Melciades José de Siqueira, nº 98 ;Estadual
170930;GUARAÍ;TO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Guaraí  ;Rua Pernambuco Quadra 05 Lote 01;Estadual
170950;GURUPI;TO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Gurupi  ;Avenida Piauí, nº 2090, Esquina com a Rua Senado Pedro Ludovico;Estadual
171820;PORTO NACIONAL;TO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Porto Nacional  ;Avenida Rio de Janeiro, nº 137;Estadual
172100;PALMAS;TO;Delegacia Especializada de Atendimento à Mulher (DEAM) Centro - Palmas;Quadra 604 Sul Alameda 14 Lote 37 -  Plano Diretor Sul;Estadual
172120;TOCANTINÓPOLIS;TO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Tocantinópolis;Rua Maranhão, nº 279 - Referência: Próximo a Igreja Católica Matriz;Estadual
170210;ARAGUAÍNA;TO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Araguaína;  Avenida Filadélfia, nº 3200, Complexo de Delegacias ;Estadual
171320;MIRACEMA DO TOCANTINS;TO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Miracema do Tocantins  ;Rua da Cancela, s/nº;Estadual
530010;BRASÍLIA;DF;Casa da Mulher Brasileira - DF;SGAN 601, lote J ;Federal
500270;CAMPO GRANDE;MS;Casa da Mulher Brasileira - MS;R. Brasília, lote 10 A, Qd2 Jd. Ima;Federal
