"CÓDIGO DO
IBGE";MUNICÍPIO;UF;NOME DA UNIDADE;ENDEREÇO ;RESPONSÁVEL
500370;DOURADOS;MS;13ª Promotoria de Justiça Especializada no Atendimento a Violência Doméstica e Familiar Contra a Mulher - Dourados;Rua João Corrêa Neto, nº 400;Estadual
510340;CUIABÁ;MT; Núcleo das Promotorias de Justiça Especializadas no Enfrentamento a Violência Doméstica e Familiar Contra à Mulher - Cuiabá  ;Rua Desembargador Milton Figueiredo Ferreira Mendes, Setor D , s/nº, Edifício Doutor José Eduardo Farias;Estadual
150140;BELÉM;PA; 1ª Promotoria de Justiça da Violência Doméstica e Familiar Contra a Mulher - Belém;Travessa Joaquim Távora, nº 412;Estadual
150140;BELÉM;PA; 2ª Promotoria de Justiça da Violência Doméstica e Familiar Contra a Mulher - Belém;Travessa Joaquim Távora, nº 412;Estadual
150140;BELÉM;PA; 3ª Promotoria de Justiça da Violência Doméstica e Familiar Contra a Mulher - Belém;Travessa Joaquim Távora, nº 412;Estadual
150140;BELÉM;PA;4ª Promotoria de Justiça da Violência Doméstica e Familiar Contra a Mulher - Belém;Travessa Joaquim Távora, nº 412;Estadual
250400;CAMPINA GRANDE;PB;Promotoria de Justiça de Defesa dos Direitos da Mulher - Campina Grande  ;Rua Promotora Terezinha Lopes de Moura, s/nº;Estadual
250750;JOÃO PESSOA;PB; Promotoria de Justiça de Defesa da Mulher Vítima de Violência Doméstica e Familiar - João Pessoa        ;Rua 13 de Maio, nº 691 Anexo 6;Estadual
261160;RECIFE;PE;Núcleo de Apoio à Mulher (NAM) Promotora de Justiça Maria Aparecida da Silva Clemente - Ministério Público – Recife;"Avenida Visconde de Suassuna, nº 99        
Edifício Paulo Cavalcante";Estadual
261160;RECIFE;PE;44ª Promotoria de Justiça Criminal da Capital - Recife;Rua Dom Manoel Pereira, nº 170;Estadual
221100;TEREZINA;PI;Núcleos das Promotorias de Justiça de Defesa da Mulher Vítima de Violência Doméstica e Familiar (NUPEVID) - Teresina;Rua Gabriel Ferreira, nº 155  ;Estadual
410690;CURITIBA;PR;Núcleo de Gênero e Enfrentamento à Violência Doméstica e Familiar contra a Mulher - Curitiba;Rua Marechal Deodoro, nº 1028 - 9º andar;Estadual
410690;CURITIBA;PR;Promotoria de Enfrentamento à Violência Doméstica e Familiar - Curitiba;Avenida João Gualberto, nº 1073;Estadual
330455;RIO DE JANEIRO;RJ;1ª Promotoria de Justiça Junto ao I Juizado de Violência Doméstica e Familiar contra a Mulher - Rio de Janeiro   ;Avenida Erasmo Braga, nº 115, sala 1205 - Dentro do fórum;Estadual
330455;RIO DE JANEIRO;RJ;2ª Promotoria de Justiça junto ao I Juizado de Violência Doméstica e Familiar contra a Mulher - Rio de Janeiro;Avenida Erasmo Braga, nº 115, sala 1205 - Dentro do fórum;Estadual
330455;RIO DE JANEIRO;RJ;"Promotoria de Justiça junto ao II Juizado de Violência Doméstica e Familiar contra a Mulher – 
Rio de Janeiro";Rua Manaí, n° 62 - casa 02;Estadual
330455;RIO DE JANEIRO;RJ;Promotoria de Justiça Junto ao III Juizado da Violência Doméstica e Familiar Contra a Mulher - Rio de Janeiro   ;Estrada dos Bandeirantes, nº 363 - 2º andar;Estadual
330350;NOVA IGUAÇU;RJ;Promotoria de Justiça junto ao Juizado da Violência Doméstica e Familiar contra a Mulher - Nova Iguaçu   ;Rua Doutor Mário Guimarães, nº 1050;Estadual
330170;DUQUE DE CAXIAS;RJ;Promotoria de Justiça junto ao Juizado da Violência Doméstica e Familiar Contra a Mulher - Duque de Caxias   ;Rua General Dionísio, Quadra 115;Estadual
330330;NITERÓI;RJ;Promotoria de Justiça junto ao Juizado da Violência Doméstica e Familiar Contra a Mulher - Niterói ;Rua Coronel Gomes Machado s/nº, 1º andar - Referência: Fórum ;Estadual
110020;PORTO VELHO;RO;14ª Promotoria - Porto Velho;Rua Jamari, nº 1555;Estadual
431490;PORTO ALEGRE;RS;Centro de Apoio Operacional Criminal/Porto Alegre/RS;Avenida Aureliano de Figueiredo Pinto, Nº 80 - 10º Andar - Torre Norte;Estadual
355030;SÃO PAULO;SP;Grupo de Atuação Especial de Enfrentamento à Violência Doméstica (GEVID) Núcleo Leste 2 - Vila Carolina/São Paulo   ;Avenida Afonso Lopes de Baião, nº 1736, 1º Andar, Sala 107 - Referência: Fórum São Miguel Paulista ;Estadual
355030;SÃO PAULO;SP;Grupo de Atuação Especial de Enfrentamento à Violência Doméstica (GEVID) Núcleo Norte - São Paulo  ;Avenida Engenheiro Caetano Álvares, nº 594, 3º Andar, Sala 377 - Fórum Santana;Estadual
355030;SÃO PAULO;SP;Grupo de Atuação Especial de Enfrentamento à Violência Doméstica (GEVID) Núcleo Oeste - Butantã/São Paulo;"Avenida Corifeu de Azevedo Marques, nº 148/150, 1º Andar, Sala 107
";Estadual
355030;SÃO PAULO;SP;Grupo de Atuação Especial de Enfrentamento à Violência Doméstica (GEVID) Núcleo Leste 1 - Penha da França/São Paulo;Rua Doutor João Ribeiro, nº 433, 3º Andar, Sala 308;Estadual
355030;SÃO PAULO;SP;Grupo de Atuação Especial de Enfrentamento à Violência Doméstica (GEVID) Núcleo Sul 1 – Sapopemba/São Paulo;Avenida Sapopemba, nº 3470, 1º Andar, Sala 118 – Referência: Fórum de Vila Prudente;Estadual
355030;SÃO PAULO;SP;Núcleo de Enfrentamento à Violência Doméstica e Familiar contra a Mulher da Circunscrição de Itapecerica da Serra - Taboão da Serra;"Rua Mario Latorre, nº 96 – Complemento: Fórum da comarca de Taboão da Serra -  
Referência: Próximo à Avenida Paulo Aires";Estadual
355030;SÃO PAULO;SP;Grupo de Atuação Especial de Enfrentamento a Violência Doméstica (GEVID) Central - Barra Funda/São Paulo;Avenida Doutor Abraão Ribeiro  Nº  313 - Rua 06, Sala 528;Estadual
355030;SÃO PAULO;SP;Grupo de Atuação Especial de Enfrentamento à Violência (GEVID) Núcleo Sul 2 - Butantã/São Paulo  ;Avenida Corifeu de Azevedo Marques, nº 148 / 150, 1º Andar, Sala 107 - Fórum do Butantã ;Estadual
172100;PALMAS;TO;CAOCID – Centro de Apoio Operacional da Cidadania , dos Direitos Humanos e da Mulher - Palmas  ;Avenida LO 4, 202 Norte, Conjunto 1, Lotes 5 e 6;Estadual
172100;PALMAS;TO;Núcleo Maria da Penha - Ministério Público do Tocantins - Palmas;202 Norte, Avenida LO 04, Quadra Conjunto, Lote 05/06;Estadual
120040;RIO BRANCO;AC;Núcleo Especializado em Atendimento à Mulher Vítima de Violência Doméstica – Rio Branco;Rua Custódio Freire, nº 26;Estadual
270430;MACEIÓ;AL;Núcleo de Defesa dos Direitos da Mulher (NUDEM) - Maceió  ;Praça do Visconde de Sinimbu, nº 119 ;Estadual
130260;MANAUS;AM;Núcleo de Atendimento Especializado à Mulher (NAEM) - Manaus ;Avenida Presidente Kennedy, nº 399 - Referência: Ao Lado da Escola Estadual Diana Pinheiro ;Estadual
160030;MACAPÁ;AP;Projeto de Defesa e Proteção dos Direitos da Mulher - Macapá;Rua Eliezer Levy, s/nº;Estadual
292740;SALVADOR;BA;Núcleo de Atendimento às Mulheres Vítimas de Violência Doméstica e Familiar da Defensoria Publica - Salvador ;Rua Pedro Lessa, nº 123;Estadual
230440;FORTALEZA;CE;Núcleo de Enfrentamento à Violência Contra a Mulher (NUDEM) - Fortaleza ;Rua Padre Francisco Pinto, nº 363 - esquina com a Rua Redenção - Referência: Próximo ao Hospital Mira Lopes ;Estadual
530010;BRASÍLIA;DF;Núcleo de Assistência Jurídica de Defesa da Mulher do Fórum Leal Fagundes - Brasília ;SMAS (Setor de Múltiplas Atividades Sul) - Trecho 3, Lotes 4/6 , Bloco IV, Térreo - Fórum Desembargador José Júlio Leal Fagundes - Referência : Próximo a Rodoviária Interestadual de Brasília ;Estadual
320530;VITÓRIA;ES;Atendimento de Mulher Vítima de Violência Doméstica – Vitória ;Avenida Maruípe, 2544, 3º piso, Bloco A  - Referência : dentro da Casa do Cidadão  ;Estadual
210750;PAÇO DO LUMIAR;MA;Núcleo da Defensoria Regional - Paço do Lumiar ;Rua 130, Quadra 98, Casa 15 ;Estadual
211130;SÃO LUÍS;MA;Núcleo de Defesa da Mulher e da População LGBT - São Luís;Rua da Estrela, n. 420, Praia Grande, Projeto Reviver ;Estadual
310620;BELO HORIZONTE;MG;Defensoria Pública Especializada na Defesa dos Diretos das Mulheres em Situação de Violência - Belo Horizonte;Avenida Amazonas nº 558, 2º andar - Referência: Próximo à Praça Sede ;Estadual
310350;ARAGUARI;MG;Núcleo de Defesa dos Direitos da Mulher em Situação de Violência (NUDEM) - Araguari ;Praça Getúlio Vargas, nº 208;Estadual
310670;BETIM;MG;Núcleo de Defesa dos Direitos da Mulher em Situação de Violência (NUDEM) - Betim ;Rua Inspetor Jaime Caldeira, nº 8835 ;Estadual
313240;ITAJUBÁ;MG;Núcleo de Defesa dos Direitos da Mulher em Situação de Violência (NUDEM) - Itajubá;Rua Antônio Simão Mauad, nº 149, 2º Andar - Edifício Atenas;Estadual
317070;VARGINHA;MG;Núcleo de Defesa dos Direitos da Mulher em Situação de Violência (NUDEM) - Varginha  ;Rua Doutor José de Rezende Pinto, nº 205 ;Estadual
313670;JUIZ DE FORA;MG;Núcleo de Defesa da Mulher Vitima de Violência (NUDEM) - Juiz de Fora;Avenida Rio Branco, nº 2281, 9º Andar;Estadual
314330;MONTES CLAROS;MG;Núcleo de Defesa dos Direitos da Mulher em Situação de Violência (NUDEM) - Montes Claros;Rua Doutor João Luiz de Almeida, nº 454 ;Estadual
500270;CAMPO GRANDE;MS;1ª Defensoria Pública de Defesa da Mulher - Campo Grande;Rua da Paz nº 14;Estadual
500270;CAMPO GRANDE;MS;2ª Defensoria Pública de Defesa da Mulher - Campo Grande;Rua da Paz nº 14;Estadual
500270;CAMPO GRANDE;MS;                                                                                                                                                                                                                                                            3ª Defensoria Pública de Defesa da Mulher - Campo Grande;Rua da Paz nº 14;Estadual
500320;CORUMBÁ;MS;Núcleo de Atendimento Psicossocial a Mulher, Criança e Adolescente em Situação de Violência Doméstica - Corumbá;Rua Major Gama, n° 249;Estadual
500370;DOURADOS;MS;Defensoria Pública de Defesa da Mulher - Dourados;Rua Onofre Pereira de Matos, nº 1709;Estadual
150140;BELÉM;PA;Núcleo de Atendimento Especializado à Mulher Vítima de Violência Doméstica (NAEM) - Belém  ;Rua Gurupá, nº 395, Entre Avenida Tamandaré e Rodrigues dos Santos;Estadual
150553;PARAUAPEBAS;PA;Defensoria Municipal da Mulher - Parauapebas  ;NÃO INFORMADO;Estadual
250750;JOÃO PESSOA;PB;Núcleo Especializado de Atendimento as Mulheres Vítimas de Violência - João Pessoa  ; Parque Sólon de Lucena numero 300;Estadual
260620;GOIANA;PE;Núcleo de Apoio à Mulher (NAM) - Goiana  ;Rua Cleto Campelo, nº 51;Estadual
261160;RECIFE;PE;Defensoria Pública Especializada na Defesa da Mulher em Situação de Violência (DEPEDIM) – Recife ;Rua Dom Manuel Pereira, nº 170;Estadual
220390;FLORIANO;PI;Núcleo da Defesa da Mulher Vítima de Violência Doméstica e Familiar - Floriano ;Rua Raimundo Castro, nº 692;Estadual
220220;CAMPO MAIOR;PI;Núcleo de Atendimento à Mulher - Campo Maior;Avenida Dirceu Arco Verde, nº 888;Estadual
220770;PARNAÍBA;PI; Núcleo de Defesa da Mulher em Situação de Violência – Parnaíba ;Avenida Presidente Getúlio Vargas, nº 299 - Referência: Espaço da Cidadania ;Estadual
221100;TERESINA;PI;Núcleo de Defesa da Mulher em Situação de Violência - Teresina ;Rua Nogueira Tapety, nº 138 ;Estadual
330455;RIO DE JANEIRO;RJ;Núcleo de Defesa dos Direitos da Mulher (NUDEM) - Rio de Janeiro   ;Rua do Ouvidor, nº 90, 4º andar;Estadual
240200;CAICÓ;RN;Núcleo Especializado de Proteção à Mulher Vítima de Violência Doméstica e Familiar (NUDEM) - Caicó ;Avenida Coronel Martiniano, nº 1013 - Referência : Prédio da Defensoria Pública ;Estadual
240325;PARNAMIRIM;RN;Núcleo Especializado de Proteção à Mulher Vitima de Violência Doméstica e Familiar (NUDEM) - Parnamirim ;Rua Capitão Martinho Machado, nº 157 ;Estadual
110020;PORTO VELHO;RO;Núcleo Especializado de Defesa da Mulher Maria da Penha - Porto Velho;Rua Padre Chiquinho, nº 913;Estadual
140010;BOA VISTA;RR;Núcleo de Defensoria Atuante do Juizado Especializado de violência Doméstica e familiar contra a mulher – Boa Vista ;Rua TP 02, nº 30;Estadual
430210;BENTO GONÇALVES;RS;Núcleo de Atendimento Especializado à Mulher - Bento Gonçalves ;Rua Góis Monteiro, n° 394, esquina com Borges do Canto;Estadual
431490;PORTO ALEGRE;RS;Núcleo de Família e de Defesa da Mulher Vítima de Violência - Porto Alegre ;Rua Sete de Setembro, n° 666 - Térreo - 7º Andar;Estadual
430060;ALVORADA;RS;Defensoria Pública - Alvorada ;Rua Maringá nº 280;Estadual
280030;ARACAJU;SE;Núcleo Especializado de Promoção e Defesa do Direito da Mulher (NUDEM) - Aracaju ;Travessa João Francisco da Silveira, nº 94 - Referência: Antiga Galeria Escala Center ;Estadual
355030;SÃO PAULO;SP;Defensoria Pública da Vítima na Vara da Violência Doméstica - São Paulo;"Avenida Abraão Ribeiro, nº 313, 1º Andar, Rua 6, Sala 1572   
Referência: Fórum Criminal Ministro Mário Guimarães";Estadual
355030;SÃO PAULO;SP;Núcleo Especializado de Promoção e Defesa dos Direitos da Mulher (NUDEM) - São Paulo  ;Rua Boa Vista, nº 103 - 10º Andar;Estadual
170210;ARAGUAÍNA;TO;Defensoria Pública – Araguaina   ;Rua Ademar Vicente Ferreira, nº 1321 - Referência : Próximo a Agência do Correio e Banco do Brasil;Estadual
170765;FIGUEIRÓPOLIS ;TO;Núcleo Especializado de Defesa dos Direitos da Mulher (NEDIM) - Figueirópolis   ;Avenida Bernardo Sayão, nº 600  - Referência : funciona dentro da Defensoria Pública ;Estadual
172100;PALMAS;TO;Núcleo Especializado de Promoção e Defesa dos Direitos da Mulher (NUDEM) - Palmas    ;Avenida Teotônio Segurado Quadra 502 Sul -Passo Municipal;Estadual
120040;RIO BRANCO;AC;Delegacia Especializada de Atendimento à Mulher (DEAM) - Rio Branco ;Via Chico Mendes, nº 803, 2º Distrito - Referência: Ao Lado do Departamento de Estradas e Rodagens do Acre (DERACRE)  ;Estadual
120020;CRUZEIRO DO SUL;AC;Seção de Atendimento à Mulher - Delegacia Especializada de Atendimento à Mulher e Proteção ao Menor - Cruzeiro do Sul ;Avenida 25 de Agosto, nº 1923 - Referência: Ao lado do Corpo de Bombeiros ;Estadual
270030;ARAPIRACA;AL;Delegacia de Defesa das Mulheres (DDM) - Arapiraca  ;Rua Professor Domingos Correia, nº 35;Estadual
270430;MACEIÓ;AL;2ª Delegacia Especializada de Defesa dos Direitos da Mulher (DEDDM) - Maceió  ;Avenida Dario Marsiglia sem n° conjunto Cleto Marques Luz   ;Estadual
270430;MACEIÓ;AL;1ª Delegacia Especializada de Defesa dos Direitos da Mulher (DEDDM) - Maceió  ;Rua Boa Vista, nº 443;Estadual
270240;DELMIRO GOUVEIA;AL;Núcleo de Atendimento à Mulher em Situação de Violência - 1ª DRP - Delmiro Gouveia;Rua 21 de Abril, s/nº;Estadual
130190;ITACOATIARA;AM;Delegacia Especializada de Crimes Contra a Mulher (DECCM) - Itacoatiara;Avenida Eduardo Ribeiro, nº 3581 - Referência: Próximo ao Posto de Saúde Eutimes e ao lado do Sesc;Estadual
130260;MANAUS;AM;Delegacia Especializada em Crimes Contra a Mulher (DECCM) - Manaus ;Avenida Mário Ipyranga, nº 3395 - Referência: antiga Rua Recife  ;Estadual
130240;LÁBREA;AM;Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e ao Idoso (DECCM) - Lábrea ;Rua 24 de Agosto, s/nº - Referência :  Mesmo prédio da Delegacia Interativa. ;Estadual
130340;PARINTINS;AM;Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e ao Idoso (DECCM) - Parintins ;Rua Irmã Cristine, s/nº - Referência: Prédio da 3ª Delegacia Regional ;Estadual
130406;TABATINGA;AM;Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e ao Idoso (DECCM) - Tabatinga;Rua Manoel Tananta, nº 70 ;Estadual
130380;SÃO GABRIEL DA CACHOEIRA;AM;Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e o Idoso (DECCM) - São Gabriel da Cachoeira ;Rua Quatro, nº 103 - Referência: funciona no mesmo endereço da Delegacia Interativa ;Estadual
130140;EIRUNEPÉ;AM;Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e ao Idoso (DECCM) - Eirunepé ;Estrada Xidá, s/nº - Referência: Prédio da Delegacia Interativa de Eirunepé;Estadual
130420;TEFÉ;AM;Delegacia Especializada em Crimes Contra a Mulher (DECCM) - Tefé ;Rua Estrada do Aeroporto, nº 1532 - Referência: Em frente à Igreja Assembléia de Deus, mesmo Prédio da Delegacia Regional ;Estadual
130120;COARI;AM;Delegacia Especializada de Atendimento à Mulher (DEAM) - Coari ;Estrada Coari - Itapeua, s/nº - Referência: Junto a Delegacia Interativa ;Estadual
130170;HUMAITÁ;AM;Seção de Atendimento à Mulher - Delegacia Especializada da Mulher, do Menor e do Idoso (DEMMI)- Humaitá ;Rua Vila Lobos, nº 1100 - Referência : funciona no mesmo prédio da Delegacia Interativa;Estadual
130250;MANACAPURU;AM;Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e o Idoso (DECCM) - Manacapuru ;Rua União, nº 3000;Estadual
130260;MANAUS;AM;Delegacia Especializada em Crimes contra Mulher Anexo - Manaus;Rua Santa Ana s/nº - Referência : Ao lado do 13º Distrito Integrado de Polícia (DIP);Estadual
160030;MACAPÁ;AP;Delegacia Especializada de Crimes Contra a Mulher (DECCM) - Macapá ;Rua Rio Juruá, s/nº - Referência: Próximo a Peixaria Amazonas Plaza ;Estadual
160027;LARANJAL DO JARI;AP;Delegacia da Mulher (DMLJ) - Laranjal do Jari;Rua Progresso, nº 1176 ;Estadual
160060;SANTANA;AP;Delegacia de Crimes Contra a Mulher - Santana;Avenida José de Anchieta, nº 797, Esquina com a Travessa Atlântico - Referência: atrás do antigo Independente Esporte Clube;Estadual
293330;VITÓRIA DA CONQUISTA;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Vitória da Conquista  ;  Rua Humberto de Campos, nº 205 ;Estadual
290570;CAMAÇARI;BA;  Delegacia Especializada de Atendimento à Mulher (DEAM) - Camaçari  ;Rua Delegado Clayton Leão Chaves, s/ nº ;Estadual
292530;PORTO SEGURO;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Porto Seguro  ;Rua Itagibá, nº 139 ;Estadual
291360;ILHÉUS;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Ilhéus  ;Avenida Litorânea Norte, nº 06;Estadual
290320;BARREIRAS;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Barreiras  ;Avenida Júlio César, nº 500;Estadual
291800;JEQUIÉ;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Jequié  ;Rua 15 de Novembro, nº 497 ;Estadual
291080;FEIRA DE SANTANA;BA;  Delegacia Especializada de Atendimento à Mulher (DEAM) - Feira de Santana  ;Rua Adenil Falcão, nº 1252;Estadual
292400;PAULO AFONSO;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Paulo Afonso  ;Rua Nelson Rodrigues do Nascimento, nº 92 ;Estadual
290070;ALAGOINHAS;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Alagoinhas  ;Rua Severino Vieira, nº 702 - Bairro: Centro;Estadual
291840;JUAZEIRO;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Juazeiro  ;Rua Doutor José Araújo, Souza nº 140 ;Estadual
290650;CANDEIAS;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Candeias  ;Rua Floriano Peixoto, s/nº ;Estadual
291480;ITABUNA;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Itabuna  ; Rua Rio Almada n° 196 ;Estadual
293135;TEIXEIRA DE FREITAS;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Teixeira de Freitas;Rua Santa Bárbara, s/nº ;Estadual
292740;SALVADOR;BA;Delegacia Especializada de Atendimento à Mulher (DEAM) Periperi - Salvador  ;Rua Doutor Almeida s/nº;Estadual
292740;SALVADOR;BA;  Delegacia Especializada de Atendimento à Mulher (DEAM) Engenho Velho de Brotas - Salvador  ;  Rua Padre Luis Figueiras, s/ nº ;Estadual
230370;CAUCAIA;CE;Delegacia de Defesa da Mulher (DDM) - Caucaia ;Rua José da Rocha Sales, nº 155 ;Estadual
230730;JUAZEIRO DO NORTE;CE;Delegacia de Defesa da Mulher (DDM) - Juazeiro do Norte ;Rua das Flores, s/nº - Referência: Ao lado da Cadeia Pública  ;Estadual
230765;MARACANAÚ;CE;Delegacia de Defesa da Mulher (DDM) - Maracanaú ;Avenida Padre José Holanda do Vale, nº 1961 –  2º Andar - Referência: Em frente à Igreja Universal ;Estadual
231290;SOBRAL;CE;Delegacia de Defesa da Mulher (DDM) - Sobral ;Avenida Lúcia Sabóia, nº 358 - Referência: Próximo ao INSS ;Estadual
230420;CRATO;CE;Delegacia de Defesa da Mulher (DDM) - Crato;Rua Coronel Secundo, nº 216 ;Estadual
230440;FORTALEZA;CE;Delegacia de Defesa da Mulher (DDM) - Fortaleza ;Rua Manuelito Moreira, nº 12 - Referência:  Próximo ao  HJF (Hospital José Frota)  ;Estadual
230550;IGUATU;CE;Delegacia de Defesa da Mulher (DDM) - Iguatu ;Rua Monsenhor Coelho, s/nº - Esquina com a Rua Doutor João Pessoa ;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 13ª Delegacia de Polícia - Sobradinho   ;Setor Central Área Especial Módulo M Referência: Em frente ao Mc Donald;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 2ª Delegacia de Polícia - Brasília;SAIN Quadra 916, Lote E;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 31ª Delegacia de Polícia - Planaltina   ;Quadra 19, Conjunto A Área Especial 01 - Setor Residencial  SRL Leste 4;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 12ª Delegacia de Polícia - Taguatinga   ;EQ 3/5 Área Especial Setor Central;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 14ª Delegacia de Polícia - Gama;Área Especial, Setor Central - Referência: Dentro da 14ª DP;Estadual
530010;BRASÍLIA;DF;Delegacia Especializada de Atendimento à Mulher (DEAM) - Brasília  ;EQS 204/205;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 26ª Delegacia de Polícia - Samambaia   ;QS 411 - Área Especial;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 30ª Delegacia de Polícia - São Sebastião   ;"Quadra 02 Conj 02 Lote 01               
Avenida Central São Bartolomeu   ";Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 33ª Delegacia de Polícia - Santa Maria;CL 114, Lote A;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 29ª Delegacia de Polícia - Riacho Fundo;SCHF QS 6 Área Especial - Lote A1;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 27ª Delegacia de Polícia - Recanto das Emas   ;Quadra 305, Conjunto 01, Lote 02 - Área Especial;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 17ª Delegacia de Polícia - Taguatinga  ;QNG 39, Área Especial 12;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 19ª Delegacia de Polícia - Setor P Norte - Ceilândia   ;EQNP 15/19;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 3ª Delegacia de Polícia - Cruzeiro   ;SREC, Área Especial, lote 16;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 21ª Delegacia Polícia - Águas Claras   ;QS 09 Rua 123 lotes 09/10 Referência: Pistão Sul próximo da Faculdade Católica e fábrica do café do sítio ;Estadual
530010;BRASÍLIA;DF; Seção de Atendimento à Mulher - 15ª Delegacia de Polícia - Ceilândia;Praça da Estrela, lote 01 s/nº Antiga academia da Policia Civil;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 16ª Delegacia de Polícia - Planaltina;Rua 2 de Abril esquina com Marechal Deodoro Quadra 75 lote 16;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 8ª Delegacia de Polícia - Setor de Industria e Abastecimento;Trecho 2, Lotes 1455/1475    ;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 9ª Delegacia de Polícia - Lago Norte   ;SHIN 3/5;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 5ª Delegacia de Polícia - Brasília   ;SGAN Quadra 901 Lote A             ;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 23ª Delegacia de Polícia - Setor P Sul - Ceilândia   ;EQNP 30/34 Área Especial, Lote A/D;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 24ª Delegacia de Polícia - Setor O - Ceilândia   ;EQNO 10/12, Lote E Área Especial Referência : Em frente a feira do Setor O  ;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 35ª Delegacia de Polícia - Sobradinho II;AR 05, Conjunto 11 Lote 07 Referência: Próximo a Feira Permanente ;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 38ª Delegacia de Polícia - Vicente Pires   ;Rua 04 A, Chácara 192 - Área Especial;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 32ª Delegacia de Polícia - Samambaia   ;QN 308 Conjunto 01 Lote 1 ;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 18ª Delegacia de Polícia - Brazlândia;Setor Norte (SN) Quadra 04 - Área Especial 04;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 11ª Delegacia de Polícia - Núcleo Bandeirante   ;Avenida Central Área Especial, 03 Lote G;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 10ª Delegacia de Polícia - Lago Sul   ;SHIS, Área Especial, Qi 11 ;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 20ª Delegacia de Polícia - Gama   ;Área Especial 02 Entre Quadra 13/17 ;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 4ª Delegacia de Polícia - Guará II   ;EQ 15/16 Área Especial;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 1ª Delegacia de Polícia - Asa Sul - Brasília;Setor Policial Sul Lote 23;Estadual
530010;BRASÍLIA;DF;Seção de Atendimento à Mulher - 6ª Delegacia de Polícia - Paranoá   ;Área Especial, Quadra 33 Lote 04 - Referência : Seção dentro da Delegacia    ;Estadual
320120;CACHOEIRO DE ITAPEMIRIM;ES;Delegacia Especializada de Atendimento à Mulher (DEAM) - Cachoeiro de Itapemirim  ;Praça Francisco Abraão, s/nº - Referência: Ao lado da Ponte de Ferro ;Estadual
320520;VILA VELHA;ES;Delegacia Especializada de Atendimento à Mulher (DEAM) - Vila Velha ;Rua Luciano das Neves, nº 430;Estadual
320530;VITÓRIA;ES;Delegacia Especializada de Atendimento à Mulher (DEAM) – Vitória ;Rua Candido Portinari, s/nº ;Estadual
320530;VITÓRIA;ES;Plantão Especializado da Mulher (PEM) - Vitoria  ;Rua Hermes Curry Carneiro, nº 350;Estadual
